path,status,name,description,issues
qwen_superpowers/skills/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
qwen_superpowers/skills/using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
qwen_superpowers/skills/verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
qwen_superpowers/skills/workflow-bootstrap/SKILL.md,ok,workflow-bootstrap,"Defines mandatory workflows and where Supremepower/Gemini capabilities live. Use when starting creative work, multi-step implementation, or when the user asks how skills and agents are organized. Ensures brainstorm before coding and plan-before-implement discipline.",
qwen_superpowers/skills/writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
qwen_superpowers/skills/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
skills/brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
skills/devtu-fix-tool/SKILL.md,ok,devtu-fix-tool,"Fix failing ToolUniverse tools by diagnosing test failures, identifying root causes, implementing fixes, and validating solutions. Use when ToolUniverse tools fail tests, return errors, have schema validation issues, or when asked to debug or fix tools in the ToolUniverse framework.",
skills/devtu-optimize-descriptions/SKILL.md,ok,devtu-optimize-descriptions,"Optimize tool descriptions in ToolUniverse JSON configs for clarity and usability. Reviews descriptions for missing prerequisites, unexpanded abbreviations, unclear parameters, and missing usage guidance. Use when reviewing tool descriptions, improving API documentation, or when user asks to check if tools are easy to understand.",
skills/devtu-optimize-skills/SKILL.md,ok,devtu-optimize-skills,"Optimize ToolUniverse skills for better report quality, evidence handling, and user experience. Apply patterns like tool verification, foundation data layers, disambiguation-first, evidence grading, quantified completeness, and report-only output. Use when reviewing skills, improving existing skills, or creating new ToolUniverse research skills.",
skills/disabled/brainstorming/SKILL.md,ok,brainstorming,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",
skills/disabled/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
skills/disabled/ecosystem-clarity/SKILL.md,ok,ecosystem-clarity,"Single reference for how Supremepower/Cursor skills, agents, and the multi-ecosystem map fit together. Use when coordinating across Qwen/Gemini/Codex/Cursor, when creating skills or agents, when cleaning ecosystem bloat, or when the user asks how everything connects.",
skills/disabled/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
skills/disabled/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
skills/disabled/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
skills/disabled/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
skills/disabled/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
skills/disabled/workflow-bootstrap/SKILL.md,ok,workflow-bootstrap,"Defines mandatory workflows and where Supremepower/Gemini capabilities live. Use when starting creative work, multi-step implementation, or when the user asks how skills and agents are organized. Ensures brainstorm before coding and plan-before-implement discipline.",
skills/disabled/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
skills/dispatching-parallel-agents/SKILL.md,ok,dispatching-parallel-agents,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,
skills/executing-plans/SKILL.md,ok,executing-plans,Use when you have a written implementation plan to execute in a separate session with review checkpoints,
skills/finishing-a-development-branch/SKILL.md,ok,finishing-a-development-branch,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup",
skills/receiving-code-review/SKILL.md,ok,receiving-code-review,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",
skills/requesting-code-review/SKILL.md,ok,requesting-code-review,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",
skills/setup-tooluniverse/SKILL.md,ok,setup-tooluniverse,"Install and configure ToolUniverse with MCP integration for any AI coding client (Cursor, Claude Desktop, Windsurf, VS Code, Codex, Gemini CLI, Trae, Cline, Antigravity, OpenCode, etc.). Covers uv/uvx setup, MCP configuration, API key walkthrough, skill installation, and upgrading. Use when setting up ToolUniverse, configuring MCP servers, troubleshooting installation issues, upgrading versions, or when user mentions installing ToolUniverse or setting up scientific tools.",
skills/subagent-driven-development/SKILL.md,ok,subagent-driven-development,Use when executing implementation plans with independent tasks in the current session,
skills/systematic-debugging/SKILL.md,ok,systematic-debugging,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",
skills/test-driven-development/SKILL.md,ok,test-driven-development,"Use when implementing any feature or bugfix, before writing implementation code",
skills/tooluniverse-clinical-trial-design/SKILL.md,ok,tooluniverse-clinical-trial-design,"Strategic clinical trial design feasibility assessment using ToolUniverse. Evaluates patient population sizing, biomarker prevalence, endpoint selection, comparator analysis, safety monitoring, and regulatory pathways. Creates comprehensive feasibility reports with evidence grading, enrollment projections, and trial design recommendations. Use when planning Phase 1/2 trials, assessing trial feasibility, or designing biomarker-driven studies.",
skills/tooluniverse-sequence-retrieval/SKILL.md,ok,tooluniverse-sequence-retrieval,"Retrieves biological sequences (DNA, RNA, protein) from NCBI and ENA with gene disambiguation, accession type handling, and comprehensive sequence profiles. Creates detailed reports with sequence metadata, cross-database references, and download options. Use when users need nucleotide sequences, protein sequences, genome data, or mention GenBank, RefSeq, EMBL accessions.",
skills/tooluniverse/SKILL.md,ok,tooluniverse,"General strategies for using ToolUniverse effectively with 10000+ scientific tools. Covers tool discovery, multi-hop queries, comprehensive research workflows, disambiguation, evidence grading, and report generation. Use when users need to research any scientific topic, find biological data, explore drug/target/disease relationships, or need guidance on how to use ToolUniverse tools wisely.",
skills/using-git-worktrees/SKILL.md,ok,using-git-worktrees,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,
skills/using-superpowers/SKILL.md,ok,using-superpowers,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",
skills/verification-before-completion/SKILL.md,ok,verification-before-completion,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",
skills/writing-plans/SKILL.md,ok,writing-plans,"Use when you have a spec or requirements for a multi-step task, before touching code",
skills/writing-skills/SKILL.md,ok,writing-skills,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",
